Animal Number,Group Number,Device Name,Days In Milk,Lactation Number,Date,Begin Time,End Time,Milk duration (mm:ss),Yield,Yield LF,Yield LR,Yield RF,Yield RR,Expected Yield/Hour LR,Expected Yield/Hour RF,Expected Yield/Hour RR,Expected Yield/Hour LF,Interval,Last Milking Interval,Conductivity RR,Conductivity RF,Conductivity LR,Conductivity LF,Total Conductivity,Mean Flow LR,Mean Flow LF,Mean Flow RR,Mean Flow RF,Peak Flow LF,Peak Flow LR,Peak Flow RF,Peak Flow RR,MDi,Kickoff LF,Kickoff LR,Kickoff RF,Kickoff RR,Blood RF,Blood RR,Blood LF,Blood LR,Total Blood,Teats Not Found,Smart Pulsation Ratio,Incomplete
7374,1,VMS 1 Fred,140,3,4/11/2021,4/11/2021 5:57 AM,6:04 AM,06:36,34.37,7.76,9.44,8.16,9.02,1.36,1.19,1.33,1.11,06:47:22,06:53:58,4.45,4.56,4.52,4.57,18.09,4.10,3.31,3.44,2.78,4.37,5.95,3.70,4.63,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7578,1,VMS 1 Fred,139,3,4/12/2021,4/12/2021 8:19 AM,8:26 AM,07:08,38.80,7.10,11.68,7.47,12.54,1.60,1.01,1.72,0.95,06:46:53,06:54:01,4.38,4.17,4.25,4.35,17.15,2.51,2.38,2.65,2.25,3.57,3.70,3.17,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7001,1,VMS 1 Fred,379,3,4/11/2021,4/11/2021 7:39 AM,7:44 AM,04:59,24.60,4.63,6.99,5.49,7.50,1.02,0.73,1.03,0.67,06:49:05,06:54:04,4.18,4.22,3.98,4.18,16.55,2.91,2.25,2.78,2.78,3.17,3.84,3.97,3.57,1.0,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,74,
7001,1,VMS 1 Fred,379,3,4/11/2021,4/11/2021 12:44 AM,12:50 AM,05:32,22.47,4.21,6.90,4.78,6.57,0.99,0.70,0.96,0.63,06:48:43,06:54:15,4.26,4.30,4.10,4.22,16.88,2.78,2.25,2.51,2.65,3.17,3.70,4.23,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7261,1,VMS 2 Ethel,36,4,4/6/2021,4/6/2021 2:34 AM,2:42 AM,07:49,50.86,12.43,13.80,10.71,13.91,1.86,1.57,1.86,1.64,06:46:56,06:54:45,4.99,4.98,5.26,4.80,20.03,2.91,2.38,2.78,2.12,3.31,3.84,3.04,3.97,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7511,1,VMS 2 Ethel,38,3,4/10/2021,4/10/2021 6:47 AM,6:55 AM,07:28,50.60,9.57,12.37,14.40,14.26,1.67,1.39,1.84,1.29,06:47:27,06:54:55,4.57,4.70,4.46,4.44,18.16,3.84,3.70,3.04,4.10,4.76,5.56,5.56,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
8178,1,VMS 2 Ethel,97,2,4/12/2021,4/12/2021 11:35 PM,11:40 PM,05:38,28.95,7.43,6.55,7.28,7.69,0.90,0.99,1.07,1.00,06:49:39,06:55:17,4.30,4.47,4.03,4.42,17.22,2.65,3.31,2.91,3.31,5.16,3.44,5.16,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7600,1,VMS 1 Fred,183,3,4/7/2021,4/7/2021 2:46 PM,2:53 PM,06:53,30.40,6.97,8.25,7.32,7.87,1.19,1.04,1.13,0.99,06:48:53,06:55:46,4.79,4.37,4.37,4.42,17.95,2.38,2.25,2.12,3.31,3.31,3.70,4.37,3.31,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7501,1,VMS 1 Fred,176,3,4/11/2021,4/11/2021 9:13 AM,9:19 AM,05:44,24.91,4.61,0.00,9.08,11.22,0.12,1.29,1.55,0.58,06:50:31,06:56:15,3.98,4.14,0.00,5.17,13.29,0.00,1.98,4.63,3.44,3.04,0.00,4.63,6.35,2.3,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,65,LR
7228,1,VMS 1 Fred,186,3,4/12/2021,4/12/2021 3:38 PM,3:43 PM,04:37,19.62,4.14,6.66,4.61,4.21,0.97,0.68,0.63,0.61,06:51:51,06:56:28,3.71,3.69,3.58,3.69,14.67,3.17,2.65,2.25,2.51,3.97,4.37,3.44,3.31,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7553,1,VMS 2 Ethel,92,3,4/12/2021,4/12/2021 3:06 PM,3:15 PM,08:23,24.71,5.42,7.12,5.05,7.12,1.15,0.74,1.09,0.85,06:48:24,06:56:47,4.59,4.66,4.23,4.42,17.89,2.38,2.51,2.38,1.98,3.70,3.44,3.04,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7669,1,VMS 1 Fred,29,3,4/12/2021,4/12/2021 1:50 AM,1:58 AM,07:58,44.58,8.55,13.29,8.42,14.31,1.95,1.13,1.86,1.15,06:49:13,06:57:11,4.71,4.57,5.05,4.69,19.03,3.04,2.12,2.51,1.85,3.04,4.23,2.51,3.84,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7261,1,VMS 1 Fred,39,4,4/9/2021,4/9/2021 8:26 PM,8:35 PM,08:22,40.94,10.23,10.65,9.37,10.69,1.59,1.39,1.60,1.50,06:48:57,06:57:19,5.06,4.95,5.06,5.09,20.16,2.51,2.51,2.12,1.98,3.70,3.31,2.78,2.91,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7228,1,VMS 1 Fred,184,3,4/10/2021,4/10/2021 7:53 AM,7:57 AM,04:48,23.59,5.03,7.94,5.22,5.40,1.06,0.73,0.73,0.67,06:52:47,06:57:35,3.80,3.67,3.45,3.62,14.54,3.44,2.51,2.91,2.65,3.44,4.50,3.57,4.23,1.0,Unchecked,Unchecked,Checked,Unchecked,0,0,0,0,0,,74,
8101,1,VMS 1 Fred,11,2,4/8/2021,4/8/2021 8:30 AM,8:35 AM,04:50,27.93,6.42,7.67,6.44,7.41,0.82,0.82,0.99,0.88,06:53:04,06:57:54,4.32,4.64,4.44,4.35,17.75,2.91,4.23,2.78,3.84,5.42,3.84,6.61,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
36238,1,VMS 2 Ethel,223,2,4/10/2021,4/10/2021 3:13 PM,3:23 PM,09:56,30.36,6.64,9.66,4.83,9.24,1.39,0.71,1.34,0.96,06:48:40,06:58:36,4.45,4.49,4.20,4.34,17.48,2.91,1.98,3.31,1.72,2.78,3.84,2.65,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
6643,1,VMS 1 Fred,25,5,4/11/2021,4/11/2021 8:58 AM,9:05 AM,06:52,41.09,7.80,10.45,10.23,12.61,1.40,1.33,1.74,0.99,06:51:52,06:58:44,4.45,4.42,4.33,4.63,17.82,2.25,1.98,2.78,2.65,3.04,3.04,3.70,3.44,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7228,1,VMS 2 Ethel,182,3,4/7/2021,4/7/2021 11:59 PM,12:04 AM,05:04,22.09,4.59,7.23,5.20,5.07,1.03,0.74,0.72,0.66,06:53:46,06:58:50,3.71,3.71,3.29,3.70,14.40,3.04,2.38,2.51,2.38,3.31,4.50,3.17,3.31,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7413,1,VMS 1 Fred,199,3,4/11/2021,4/11/2021 2:05 AM,2:11 AM,05:14,33.66,6.88,10.96,6.08,9.74,1.53,0.87,1.38,0.99,06:53:43,06:58:57,4.79,4.90,4.85,4.49,19.03,3.84,4.37,4.23,4.10,6.75,5.03,5.29,5.16,1.1,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,74,
1216,1,VMS 1 Fred,160,5,4/12/2021,4/12/2021 9:55 AM,10:01 AM,06:06,37.65,6.59,11.84,7.78,11.44,1.60,1.03,1.51,0.87,06:53:20,06:59:26,4.78,4.71,4.72,4.95,19.16,3.31,3.31,3.17,2.38,4.89,4.23,3.57,4.23,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7362,1,VMS 1 Fred,79,3,4/6/2021,4/6/2021 7:16 PM,7:24 PM,07:45,42.51,9.68,12.94,7.28,12.61,1.79,1.10,1.78,1.35,06:51:57,06:59:42,4.39,4.99,4.40,4.45,18.22,3.17,1.85,3.04,2.25,3.17,4.50,3.57,3.84,1.9,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8645,1,VMS 1 Fred,57,1,4/10/2021,4/10/2021 6:47 AM,6:54 AM,07:09,19.00,5.40,,5.58,8.02,0.00,0.80,1.10,0.76,06:52:41,06:59:50,3.99,3.87,,3.88,11.75,,1.32,1.98,1.59,2.12,,2.38,3.04,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,,0,,60,
6643,1,VMS 2 Ethel,21,5,4/7/2021,4/7/2021 2:44 PM,2:51 PM,07:29,37.54,7.45,9.63,8.84,11.62,1.30,1.25,1.64,0.94,06:52:35,07:00:04,4.30,4.47,4.31,4.54,17.62,2.12,1.85,2.65,2.12,2.91,3.17,3.04,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7681,1,VMS 2 Ethel,80,3,4/7/2021,4/7/2021 10:00 AM,10:07 AM,07:21,40.34,9.81,10.05,10.25,10.23,1.39,1.43,1.44,1.31,06:53:10,07:00:31,4.92,4.91,4.94,4.87,19.63,2.78,2.91,2.38,2.25,3.70,3.57,2.91,3.31,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7413,1,VMS 1 Fred,200,3,4/12/2021,4/12/2021 6:58 AM,7:03 AM,05:40,35.10,7.54,11.33,6.22,10.01,1.54,0.87,1.39,1.05,06:54:56,07:00:36,4.79,4.84,4.85,4.67,19.16,3.44,4.10,3.57,4.10,5.29,4.37,5.29,4.50,1.0,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,,74,
6565,1,VMS 1 Fred,368,4,4/10/2021,4/10/2021 4:38 AM,4:44 AM,06:09,28.57,7.50,7.25,5.82,8.00,0.96,0.77,1.10,1.03,06:54:38,07:00:47,4.20,4.21,4.20,4.15,16.75,1.98,2.25,2.51,2.38,3.17,3.04,3.17,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7263,1,VMS 1 Fred,123,3,4/8/2021,4/8/2021 2:37 PM,2:42 PM,05:06,31.04,9.06,5.45,7.94,8.60,0.74,1.10,1.23,1.24,06:55:48,07:00:54,4.33,4.51,4.43,4.15,17.42,2.12,3.70,3.57,3.70,4.76,3.57,4.76,4.89,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7581,1,VMS 2 Ethel,63,3,4/8/2021,4/8/2021 8:26 AM,8:32 AM,06:20,34.59,8.75,9.30,7.69,8.84,1.34,1.09,1.26,1.25,06:54:44,07:01:04,4.65,4.56,4.74,4.40,18.36,3.04,3.97,3.17,2.51,5.16,3.84,3.44,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8090,1,VMS 2 Ethel,83,2,4/7/2021,4/7/2021 11:42 AM,11:50 AM,07:32,24.32,7.05,0.00,7.87,9.39,0.09,1.13,1.36,1.00,06:54:07,07:01:39,4.57,4.80,0.00,5.07,14.44,0.00,3.84,3.57,3.84,5.03,0.00,5.56,4.37,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,70,LR
7511,1,VMS 1 Fred,34,3,4/6/2021,4/6/2021 6:13 AM,6:21 AM,08:34,47.84,9.44,13.01,11.38,14.02,1.63,1.47,1.81,1.20,06:53:26,07:02:00,4.55,4.71,4.66,4.37,18.29,4.63,3.84,2.65,4.50,4.50,6.22,5.69,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7501,1,VMS 1 Fred,176,3,4/11/2021,4/11/2021 4:15 PM,4:21 PM,06:18,16.78,1.10,8.00,3.33,4.34,1.09,0.70,0.87,0.27,06:55:50,07:02:08,4.39,4.09,4.52,5.29,18.29,3.04,0.66,1.72,1.46,1.06,4.63,2.78,3.44,2.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,"LF, RF, RR"
7263,1,VMS 1 Fred,123,3,4/8/2021,4/8/2021 9:38 PM,9:44 PM,06:40,31.97,8.99,6.11,7.83,9.04,0.74,1.10,1.25,1.25,06:55:35,07:02:15,4.33,4.66,4.41,4.22,17.62,1.98,3.70,4.10,3.97,5.16,3.84,5.42,5.82,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
11909,1,VMS 2 Ethel,242,4,4/7/2021,4/7/2021 2:31 PM,2:37 PM,05:55,32.36,7.85,7.30,9.79,7.43,1.09,1.41,1.08,1.14,06:56:44,07:02:39,4.36,4.34,4.17,4.21,17.08,2.51,3.04,2.65,3.57,4.23,3.31,4.89,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8101,1,VMS 1 Fred,13,2,4/10/2021,4/10/2021 7:50 PM,7:55 PM,05:26,30.67,6.99,8.75,6.59,8.33,1.05,0.91,1.10,0.97,06:57:23,07:02:49,4.19,4.63,4.38,4.42,17.62,2.78,4.10,3.17,3.84,5.42,3.70,5.56,4.50,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7009,1,VMS 1 Fred,131,4,4/10/2021,4/10/2021 3:22 PM,3:28 PM,06:14,34.88,8.64,10.01,7.54,8.69,1.43,1.10,1.22,1.24,06:56:47,07:03:01,4.20,4.36,4.32,4.15,17.02,3.17,2.51,3.17,2.25,3.44,4.23,3.04,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7362,1,VMS 2 Ethel,84,3,4/11/2021,4/11/2021 11:28 PM,11:35 PM,07:00,42.42,9.08,12.06,9.06,12.21,1.72,1.29,1.76,1.30,06:56:15,07:03:15,4.57,4.86,4.19,4.61,18.22,3.04,2.65,2.78,2.12,3.70,4.23,3.17,3.70,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7019,1,VMS 1 Fred,139,4,4/6/2021,4/6/2021 11:19 PM,11:27 PM,07:37,34.00,7.61,9.22,8.25,8.93,1.27,1.11,1.19,1.03,06:55:42,07:03:19,4.79,4.78,4.59,4.73,18.89,1.72,3.17,2.25,2.38,4.23,2.65,3.17,3.04,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7261,1,VMS 1 Fred,38,4,4/8/2021,4/8/2021 9:21 AM,9:29 AM,07:28,44.58,10.63,11.33,10.91,11.71,1.64,1.56,1.70,1.53,06:56:06,07:03:34,5.05,4.90,5.18,5.02,20.16,2.38,2.51,2.25,2.38,3.44,3.44,3.17,3.17,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
11909,1,VMS 1 Fred,241,4,4/6/2021,4/6/2021 7:21 AM,7:28 AM,07:02,37.10,9.17,8.93,10.54,8.47,1.24,1.42,1.13,1.21,06:56:52,07:03:54,4.48,4.51,4.46,4.31,17.75,2.38,3.17,2.78,3.57,4.23,3.31,4.76,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7667,1,VMS 2 Ethel,83,3,4/9/2021,4/9/2021 4:27 PM,4:33 PM,05:29,34.68,6.11,9.96,8.64,9.96,1.37,1.10,1.34,0.89,06:58:32,07:04:01,4.59,4.50,4.76,4.44,18.29,3.57,2.78,3.17,3.17,3.57,4.63,4.10,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7764,1,VMS 1 Fred,20,3,4/6/2021,4/6/2021 12:27 AM,12:35 AM,07:21,37.52,9.02,10.60,10.34,7.56,1.40,1.34,1.06,1.16,06:57:00,07:04:21,4.62,4.70,4.39,4.45,18.16,3.31,3.17,3.44,3.84,4.50,4.23,4.89,4.50,1.0,Unchecked,Checked,Unchecked,Checked,0,0,0,0,0,,70,
7745,1,VMS 2 Ethel,275,2,4/9/2021,4/9/2021 1:52 PM,1:58 PM,05:43,24.71,6.79,3.55,6.46,7.91,0.50,0.92,1.13,0.94,06:58:56,07:04:39,4.12,4.04,4.23,4.03,16.41,2.65,3.44,2.65,2.25,4.37,3.57,3.04,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7261,1,VMS 2 Ethel,40,4,4/10/2021,4/10/2021 3:01 PM,3:11 PM,09:20,46.12,10.41,12.35,10.60,12.76,1.78,1.53,1.83,1.50,06:55:29,07:04:49,4.65,4.63,4.87,4.68,18.83,3.04,2.38,2.51,2.25,3.17,3.97,3.17,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8179,1,VMS 2 Ethel,108,2,4/11/2021,4/11/2021 9:34 AM,9:40 AM,05:55,29.50,7.45,7.52,7.23,7.30,1.08,1.03,1.05,1.07,06:58:59,07:04:54,4.04,4.06,3.99,4.00,16.08,3.17,2.91,2.65,2.91,3.84,4.37,3.97,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7553,1,VMS 1 Fred,90,3,4/10/2021,4/10/2021 6:37 AM,6:45 AM,08:03,38.93,8.97,12.19,7.78,9.99,1.69,0.86,1.38,1.23,06:56:54,07:04:57,5.07,4.95,4.87,4.68,19.56,2.51,2.65,2.78,2.12,3.84,3.84,3.84,3.70,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7150,1,VMS 2 Ethel,44,4,4/11/2021,4/11/2021 6:35 AM,6:41 AM,06:34,42.42,9.99,10.01,11.68,10.74,1.46,1.66,1.56,1.43,06:59:08,07:05:42,4.84,4.80,4.86,4.74,19.23,2.65,3.44,2.65,2.91,4.50,3.70,3.97,3.44,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7315,1,VMS 2 Ethel,149,3,4/9/2021,4/9/2021 12:05 AM,12:11 AM,05:49,36.66,8.49,8.95,10.08,9.15,1.21,1.40,1.30,1.18,07:00:37,07:06:26,4.57,4.63,4.66,4.57,18.42,3.70,4.10,3.57,4.23,5.42,5.82,5.16,4.63,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7228,1,VMS 1 Fred,183,3,4/9/2021,4/9/2021 5:32 PM,5:37 PM,05:16,24.60,5.22,8.14,5.71,5.53,1.06,0.74,0.73,0.67,07:01:25,07:06:41,3.72,3.61,3.46,3.69,14.47,2.91,2.25,2.38,2.12,3.31,4.10,2.91,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
7094,1,VMS 1 Fred,186,3,4/7/2021,4/7/2021 7:42 AM,7:50 AM,07:27,34.59,8.11,8.40,8.93,9.15,1.19,1.27,1.28,1.16,06:59:40,07:07:07,4.72,4.63,4.66,4.54,18.56,2.91,3.04,3.17,3.44,3.97,3.70,4.89,4.10,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7745,1,VMS 1 Fred,278,2,4/12/2021,4/12/2021 8:26 AM,8:32 AM,05:52,26.24,7.12,3.44,7.08,8.60,0.49,0.95,1.16,0.94,07:01:31,07:07:23,4.18,4.18,4.18,4.08,16.62,2.65,3.17,2.65,2.51,4.10,3.70,3.44,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
8227,1,VMS 1 Fred,92,2,4/7/2021,4/7/2021 12:17 AM,12:24 AM,06:54,32.30,7.67,7.67,9.26,7.69,1.10,1.28,1.12,1.11,07:00:47,07:07:41,4.65,4.71,4.60,4.06,18.02,4.10,4.89,3.57,3.70,6.48,5.42,4.63,4.63,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6479,1,VMS 2 Ethel,179,5,4/12/2021,4/12/2021 9:38 PM,9:44 PM,05:41,37.21,5.27,12.41,7.30,12.24,1.72,1.03,1.69,0.72,07:02:42,07:08:23,4.71,4.99,4.56,4.76,19.03,4.10,2.25,3.70,2.78,3.17,5.42,3.84,4.63,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
6505,1,VMS 1 Fred,215,5,4/11/2021,4/11/2021 1:33 AM,1:39 AM,05:57,35.52,7.76,10.10,7.63,10.03,1.38,1.04,1.37,1.10,07:02:40,07:08:37,4.53,4.70,4.65,4.49,18.36,3.70,2.51,3.04,2.91,3.57,4.76,3.70,3.84,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7094,1,VMS 2 Ethel,188,3,4/9/2021,4/9/2021 4:52 AM,5:02 AM,09:39,37.04,9.30,8.93,10.16,8.64,1.21,1.33,1.24,1.23,06:59:02,07:08:41,4.43,4.30,4.46,4.44,17.62,3.17,3.44,3.44,3.70,4.37,4.37,5.16,4.76,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7700,1,VMS 2 Ethel,18,3,4/9/2021,4/9/2021 3:28 AM,3:34 AM,05:16,26.24,7.61,9.92,8.71,0.00,1.32,1.19,0.13,0.96,07:03:32,07:08:48,0.00,4.82,4.73,4.84,14.39,4.23,3.70,0.00,3.70,4.76,5.56,4.76,0.00,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,RR,74,RR
7009,1,VMS 1 Fred,129,4,4/8/2021,4/8/2021 4:31 PM,4:39 PM,07:36,39.86,10.41,11.46,8.73,9.26,1.49,1.18,1.21,1.37,07:01:18,07:08:54,4.19,4.37,4.36,4.22,17.15,2.78,2.25,2.91,2.12,3.31,3.57,2.78,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,60,
8179,1,VMS 2 Ethel,104,2,4/7/2021,4/7/2021 12:44 AM,12:51 AM,07:26,32.03,8.29,8.07,7.78,7.89,1.13,1.06,1.10,1.12,07:01:33,07:08:59,4.04,4.17,3.99,4.08,16.28,3.17,2.51,2.65,2.78,3.44,4.10,3.97,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
8090,1,VMS 1 Fred,84,2,4/8/2021,4/8/2021 4:39 PM,4:45 PM,05:59,38.96,6.92,11.18,9.08,11.77,1.34,1.19,1.45,0.97,07:03:09,07:09:08,4.53,5.11,4.83,5.16,19.63,3.97,3.97,3.57,3.84,4.89,4.89,4.63,4.63,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7785,1,VMS 1 Fred,204,2,4/6/2021,4/6/2021 11:09 PM,11:17 PM,07:30,22.86,7.52,0.00,7.21,8.14,0.23,0.94,1.03,0.99,07:02:08,07:09:38,4.05,3.97,0.00,4.06,12.08,0.00,3.17,2.65,2.78,4.63,0.00,4.63,3.70,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,74,LR
7463,1,VMS 1 Fred,30,3,4/10/2021,4/10/2021 3:36 PM,3:42 PM,06:12,47.73,6.33,14.77,10.14,16.49,1.93,1.31,2.09,0.71,07:03:27,07:09:39,4.60,4.69,4.58,5.16,19.03,4.10,1.85,4.50,3.44,3.04,5.82,5.03,5.82,1.2,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7261,1,VMS 1 Fred,42,4,4/12/2021,4/12/2021 9:45 AM,9:54 AM,09:19,50.75,12.26,12.50,11.75,14.24,1.73,1.60,1.84,1.59,07:00:20,07:09:39,4.98,4.85,4.92,5.02,19.76,1.85,2.38,2.12,2.12,3.04,2.65,3.44,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7209,1,VMS 1 Fred,70,4,4/11/2021,4/11/2021 12:35 AM,12:42 AM,07:15,22.99,7.65,0.00,8.62,6.72,0.17,1.26,0.99,1.12,07:02:57,07:10:12,4.86,4.84,0.00,4.89,14.59,0.00,3.04,2.65,2.12,3.97,0.00,2.78,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,LR,74,LR
7759,1,VMS 2 Ethel,15,3,4/11/2021,4/11/2021 6:28 AM,6:34 AM,06:07,40.90,9.94,10.19,10.10,10.67,1.38,1.37,1.48,1.38,07:04:46,07:10:53,4.57,4.33,4.32,4.40,17.62,3.57,3.17,3.84,4.10,4.23,4.63,5.42,5.42,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
7581,1,VMS 1 Fred,64,3,4/9/2021,4/9/2021 11:13 PM,11:19 PM,05:58,39.02,10.32,10.54,8.16,10.01,1.40,1.11,1.30,1.35,07:04:57,07:10:55,4.60,4.41,4.60,4.15,17.75,2.91,3.70,3.17,2.51,4.76,3.70,3.70,4.10,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7176,1,VMS 1 Fred,250,3,4/9/2021,4/9/2021 1:13 AM,1:19 AM,05:40,28.20,5.82,7.54,5.29,9.55,1.00,0.74,1.25,0.78,07:05:21,07:11:01,3.74,4.12,4.13,4.16,16.15,3.57,2.51,3.84,3.31,3.70,4.63,4.50,5.16,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7228,1,VMS 1 Fred,184,3,4/10/2021,4/10/2021 3:04 PM,3:09 PM,04:44,21.78,4.76,7.08,4.85,5.09,0.99,0.68,0.71,0.66,07:06:54,07:11:38,3.73,3.56,3.44,3.61,14.34,2.91,2.65,2.51,2.38,3.70,3.84,3.17,3.57,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,74,
7019,1,VMS 2 Ethel,144,4,4/11/2021,4/11/2021 3:55 AM,4:04 AM,08:08,42.64,9.37,11.44,10.45,11.38,1.37,1.19,1.27,1.12,07:03:41,07:11:49,4.71,4.65,4.61,4.59,18.56,1.98,2.78,2.25,2.78,3.84,2.65,3.70,3.17,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,65,
6546,1,VMS 1 Fred,182,4,4/9/2021,4/9/2021 4:21 AM,4:30 AM,08:33,32.94,6.59,10.08,6.26,10.01,1.32,0.80,1.28,0.82,07:03:32,07:12:05,4.34,4.13,4.25,4.29,17.02,1.85,1.85,1.85,1.19,3.17,2.91,1.72,3.04,1.0,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7435,1,VMS 2 Ethel,182,3,4/8/2021,4/8/2021 5:04 PM,5:10 PM,05:38,34.37,8.42,5.14,8.25,12.57,0.73,1.13,1.73,1.10,07:06:32,07:12:10,4.78,4.84,4.85,4.83,19.29,3.04,3.97,5.42,3.57,4.89,3.97,4.76,7.01,1.1,Unchecked,Unchecked,Unchecked,Unchecked,0,0,0,0,0,,70,
7263,1,VMS 1 Fred,126,3,4/11/2021,4/11/2021 4:06 AM,4:12 AM,05:59,27.29,9.59,0.00,8.71,8.99,0.16,1.12,1.23,1.25,07:06:14,07:12:13,4.45,4.83,0.00,4.30,13.58,0.00,4.76,4.50,4.10,6.61,0.00,5.29,5.95,1.1,Unchecked,Unchecked,Unchecked,Checked,0,0,0,0,0,LR,74,LR
